,BrandClean,Recycled,Quantity,BottleType,Weight,Colour,Alcohol,SupplierCity,SupplierCountry,DestinationCity,DestinationCountry,Tonnage,Tonnage%PCR,Tonnage_PCR,SupLat,SupLong,DestLat,DestLong,ProductCode/SKU,Product name,Brand,Distance_km,EmissionFactor,Carbon_Impact_kgCO2,Carbon_Impact_tCO2,Brand_Carbon_Impact_t,Emission_Category
81,Ricard,0.79,483491.25,100.0,610,DEAD LEAF,ANISEED,LABEGUDE,FRANCE,VENDEVILLE,FRANCE,2852.56374,2253.525355,2253.5253546000004,44.6497262,4.3673255,50.5755689,3.077508,320000,BOUT RICARD FP 100CL,RICARD RICARD_ORIGINAL,665.9504020486743,0.15,284949.9,284.95,588.6899999999999,Very High
82,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,676.36584,200.2042886,200.20428864,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
83,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,669.43368,198.1523693,198.15236928,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
84,Beefater,0.19,483491.25,70.0,500,FLINT,GIN,ALLOA,SCOTLAND,KILMALID,SCOTLAND,2306.304,438.19776,438.19776,56.1156137,-3.7922423,56.6456489,-5.4313062,0FA90100,BE BOT 70 NR RO WHITE GLS EX,BEEFEATER GIN,116.85623911560447,0.15,40425.9,40.43,343.68,High
85,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,666.18336,197.1902746,197.19027456,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
86,Lillet,0.18,483491.25,75.0,490,FLINT,LIQUOR,PUY GUILLAUME,FRANCE,LORMONT,FRANCE,2216.76,399.0168,399.0168000000001,45.9598042,3.4755085,44.8791708,-0.5216683,325180,BOUTEILLE LILLET 75CL,LILLET_BLANC,334.2685225379913,0.15,111148.96,111.15,235.92000000000002,High
87,Royal Stag,100.0,483491.25,18.0,170,Flint,Whisky,AURANGABAD,INDIA,Nashik,INDIA,746.78008,0.0,74678.008,24.7536696,84.3746725,20.0112475,73.7902364,BTRSNGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,1208.675966836246,0.05,45130.76,45.13,8615.19,Very High
88,Absolut,0.41,483491.25,175.0,974,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,4267.42029,1749.642319,1749.6423189,57.5373883,13.3565985,55.9235165,14.2955222,509016,GLAS AVO 1750 MAIA,ABSOLUT VODKA,188.36758040632952,0.15,120576.55,120.58,1602.0,Very High
89,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,740.52,390.0072,390.25404,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,18488.52,18.49,8615.19,Very High
90,Imperial Blue,0.527,483491.25,9.0,80,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,345.05184,181.7273024,181.84231968000003,21.2094892,72.8317058,20.0112475,73.7902364,BTIBDGEN08,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,166.44629632295297,0.15,8614.89,8.61,5136.66,Very High
91,Various,0.61,483491.25,75.0,680,DEAD LEAF,SPARKLING WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,2931.72412,1788.351713,1788.3517132,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL02076,750ML AG CRK CHAMP LW 14539,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,21896.83,21.9,242.76999999999998,High
92,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,624.50688,184.8540365,184.85403648,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
93,Absolut,0.41,483491.25,75.0,532,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,2270.090816,930.7372346,930.73723456,57.5373883,13.3565985,55.9235165,14.2955222,505012,GLAS AVO 750 NRC,ABSOLUT VODKA,188.36758040632952,0.15,64141.73,64.14,1602.0,Very High
94,Passport Scotch,0.6,483491.25,70.0,420,GREEN,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,1782.40608,1069.443648,1069.443648,56.1156137,-3.7922423,56.6456489,-5.4313062,0PP90051,PP BOT 70 RO NR GLS LV,PASSPORT,116.85623911560447,0.15,31242.79,31.24,352.9,High
95,Royal Stag,100.0,483491.25,18.0,170,FLINT,WHISKY,AURANGABAD,INDIA,Nashik,INDIA,715.11605,0.0,71511.605,24.7536696,84.3746725,20.0112475,73.7902364,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1208.675966836246,0.05,43217.18,43.22,8615.19,Very High
96,Lillet,0.18,483491.25,75.0,490,FLINT,LIQUOR,PUY GUILLAUME,FRANCE,LORMONT,FRANCE,2057.15328,370.2875904,370.2875904,45.9598042,3.4755085,44.8791708,-0.5216683,325180,BOUTEILLE LILLET 75CL,LILLET LILLET_BLANC,334.2685225379913,0.15,103146.24,103.15,168.34,High
97,Royal Stag,0.35,483491.25,18.0,170,FLINT,WHISKY,VADODARA,INDIA,Nashik,INDIA,712.6944,249.44304,249.44303999999997,22.2973142,73.1942567,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,261.6030434398766,0.15,27966.45,27.97,8615.19,Very High
98,Malibu,0.22,483491.25,100.0,800,FLINT,RUM,BRAMPTON,CANADA,"WINDSOR, ONTARIO",CANADA,3330.6,732.732,732.732,43.685832,-79.7599366,42.3167397,-83.0373389,1501993,BT MALI 1000 CMN,Malibu Rum Coconut,306.90163870454427,0.15,153324.99,153.32,278.19,High
99,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,690.77664,363.8090304,364.0392892800001,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,17246.58,17.25,8615.19,Very High
100,Ballantines,0.3,483491.25,70.0,410,FLINT,WHISKY,ELTON,ENGLAND,KILMALID,SCOTLAND,1633.5384,490.06152,490.06152,53.2707661,-2.812177749329712,56.6456489,-5.4313062,0SH90002,BBRA BOT 70 NR RO FLNT GLS LV,BALLANTINE'S BRASIL,410.76625100524734,0.15,100650.37,100.65,119.44,High
101,Imperial Blue,0.3,483491.25,18.0,145,FLINT,WHISKY,FIROZABAD,INDIA,Kanpur,INDIA,577.4016,173.22048,173.22048,27.1527986,78.3991439,26.4609135,80.3217588,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,205.73238983849643,0.15,17818.53,17.82,5136.66,Very High
102,Seagrams,0.13,483491.25,70.0,430,FLINT,GIN,VENDA NOVA,PORTUGAL,MANZANARES,SPAIN,1695.1116,220.364508,220.364508,38.6773855,-8.4552427,38.9962242,-3.3722143,8994,BOT SEA 70CL PLANO NUEVO,SEAGRAM'S EXTRA DRY GIN,441.62655479824207,0.15,112290.94,112.29,187.92000000000002,High
103,Royal Stag,100.0,483491.25,18.0,170,Flint,Whisky,AURANGABAD,INDIA,Nashik,INDIA,668.70367,0.0,66870.367,24.7536696,84.3746725,20.0112475,73.7902364,BTRSNGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,1208.675966836246,0.05,40412.3,40.41,8615.19,Very High
104,Ballantines,0.3,483491.25,20.0,205,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,804.70208,241.410624,241.410624,56.1156137,-3.7922423,56.6456489,-5.4313062,0B322000,BOT 20 RO AMB OV FLSK GLS EX,BALLANTINE'S FINEST CASED,116.85623911560447,0.15,14105.17,14.11,1073.48,Very High
105,Imperial Blue,0.3,483491.25,18.0,145,FLINT,WHISKY,FIROZABAD,INDIA,Kanpur,INDIA,566.2308,169.86924,169.86924000000002,27.1527986,78.3991439,26.4609135,80.3217588,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,205.73238983849643,0.15,17473.8,17.47,5136.66,Very High
106,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,563.10576,166.679305,166.67930496,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
107,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,560.71036,165.9702666,165.97026656,17.360589,78.4740613,17.360589,78.4740613,BTIBNGEN08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
108,Royal Stag,0.527,483491.25,9.0,95,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,363.54486,191.4669596,191.58814122,21.2094892,72.8317058,20.0112475,73.7902364,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,166.44629632295297,0.15,9076.6,9.08,8615.19,Very High
109,Chivas Regal,0.3,483491.25,70.0,500,FLINT,WHISKY,ELTON,ENGLAND,KILMALID,Scotland,1884.608,565.3824,565.3824,53.2707661,-2.812177749329712,56.6456489,-5.4313062,0CR90013,CH BOT 70 ES GLS PLP RW LV,CHIVAS REGAL 12 YO,410.76625100524734,0.15,116120.0,116.12,808.9399999999999,Very High
110,Imperial Blue,0.296,483491.25,9.0,80,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,297.248,87.985408,87.98540799999999,17.360589,78.4740613,17.360589,78.4740613,BTIBDGEN07,PLAIN BOTTLES - BULK_IMPERIAL BLUE_90ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
111,Royal Stag,100.0,483491.25,18.0,170,FLINT,WHISKY,AURANGABAD,INDIA,Nashik,INDIA,627.21551,0.0,62721.551,24.7536696,84.3746725,20.0112475,73.7902364,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1208.675966836246,0.05,37905.02,37.91,8615.19,Very High
112,Royal Stag,0.35,483491.25,9.0,95,Flint,Whisky,VADODARA,INDIA,Nashik,INDIA,349.86315,122.4521025,122.4521025,22.2973142,73.1942567,20.0112475,73.7902364,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,261.6030434398766,0.15,13728.79,13.73,8615.19,Very High
113,Imperial Blue,0.527,483491.25,18.0,145,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,529.82304,279.0401344,279.21674208,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,13228.06,13.23,5136.66,Very High
114,Mumm,0.22,483491.25,75.0,843,GREEN,CHAMPAGNE,"TRACY, CA",USA,NAPA,USA,3046.33224,670.1930928,670.1930928,49.0721365,-0.6913816,4.7187528,-74.0490788,BTL193756,GLASS MNE 750 ML WP2415 POLY,Mumm Sparkling Classic,8403.387302415105,0.02,511990.19,511.99,750.43,Very High
115,Imperial Blue,0.296,483491.25,9.0,80,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,289.048,85.558208,85.558208,17.360589,78.4740613,17.360589,78.4740613,BTIBDGEN07,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
116,Chivas Regal,0.19,483491.25,35.0,326,FLINT,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,1171.9863,222.677397,222.677397,56.1156137,-3.7922423,56.6456489,-5.4313062,0CS19003,CRR BOT 35 NR GLS PLP LV,CHIVAS REGAL 12 YO,116.85623911560447,0.15,20543.09,20.54,808.9399999999999,Very High
117,Royal Stag,0.527,483491.25,9.0,95,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,335.82234,176.8664324,176.97837318,21.2094892,72.8317058,20.0112475,73.7902364,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,166.44629632295297,0.15,8384.46,8.38,8615.19,Very High
118,The Glenlivet,0.06,483491.25,70.0,596,FLINT,WHISKY,IRVINE,SCOTLAND,KILMALID,SCOTLAND,2106.495248,126.3897149,126.38971488,55.6143121,-4.6655591,56.6456489,-5.4313062,0LC90003,GL BOT 70 CO FLINT GLS PLP LV,THE GLENLIVET 15 YO FRENCH OAK,124.10765421886914,0.15,39214.83,39.21,158.62,High
119,Royal Stag,0.3,483491.25,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Kanpur,INDIA,599.76,179.928,179.928,27.1527986,78.3991439,26.4609135,80.3217588,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,205.73238983849643,0.15,18508.51,18.51,8615.19,Very High
120,Royal Stag,0.296,483491.25,18.0,170,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,599.45536,177.4387866,177.43878656,17.360589,78.4740613,17.360589,78.4740613,BTRSNGEN12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
121,Royal Stag,0.527,483491.25,9.0,95,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,334.6812,176.265432,176.3769924,21.2094892,72.8317058,20.0112475,73.7902364,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,166.44629632295297,0.15,8355.97,8.36,8615.19,Very High
122,Royal Stag,100.0,483491.25,18.0,170,Flint,Whisky,Nashik,INDIA,Nashik,INDIA,594.2197,0.0,59421.97,20.0112475,73.7902364,20.0112475,73.7902364,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
123,Imperial Blue,100.0,483491.25,18.0,145,Flint,Whisky,AURANGABAD,INDIA,Nashik,INDIA,506.40989,0.0,50640.989,24.7536696,84.3746725,20.0112475,73.7902364,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,1208.675966836246,0.05,30604.27,30.6,5136.66,Very High
124,Royal Stag,0.527,483491.25,9.0,95,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,329.64582,173.6134652,173.72334714000002,21.2094892,72.8317058,20.0112475,73.7902364,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,166.44629632295297,0.15,8230.25,8.23,8615.19,Very High
125,Imperial Blue,0.287,483491.25,18.0,145,FLINT,WHISKY,AURANGABAD,INDIA,Nashik,INDIA,496.8048,142.5829776,142.5829776,24.7536696,84.3746725,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,1208.675966836246,0.05,30023.8,30.02,5136.66,Very High
126,Olmeca,0.21,483491.25,70.0,609,FLINT,TEQUILA,SEVILLA,SPAIN,MANZANARES,SPAIN,2083.65696,437.5679616,437.56796159999993,37.3886303,-5.9953403,38.9962242,-3.3722143,19941,BT OLMECA 70 CL CAPTOR 21,OLMECA,290.675073800912,0.15,90850.07,90.85,327.84999999999997,High
127,Imperial Blue,0.296,483491.25,18.0,145,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,495.90696,146.7884602,146.78846016,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
128,Royal Stag,0.35,483491.25,18.0,170,Flint,Whisky,VADODARA,INDIA,Nashik,INDIA,577.5648,202.14768,202.14768,22.2973142,73.1942567,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,261.6030434398766,0.15,22663.91,22.66,8615.19,Very High
129,Martell,0.05,483491.25,70.0,624,EXTRA FLINT,COGNAC,LE HAVRE,FRANCE,ROUILLAC,FRANCE,2108.44608,105.422304,105.422304,49.4938975,0.1079732,48.3093474,-2.3667022,116403B,BTL 0L700 NOB,MARTELL NOBLIGE,223.74050812147098,0.15,70761.72,70.76,430.17,High
130,Imperial Blue,0.57,483491.25,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,487.5828,277.922196,277.922196,27.1527986,78.3991439,26.4609135,80.3217588,BTIBNGEN08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,205.73238983849643,0.15,15046.74,15.05,5136.66,Very High
131,Imperial Blue,100.0,483491.25,18.0,150,Flint,Whisky,Nashik,INDIA,Nashik,INDIA,503.73765,0.0,50373.765,20.0112475,73.7902364,20.0112475,73.7902364,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
132,Various,0.512,483491.25,75.0,380,HALF FLINT,WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,1275.97312,653.5743919,653.2982374400001,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL31785,750ML AB SC CLARET LW AG104,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,9530.15,9.53,242.76999999999998,High
133,Seagrams,0.21,483491.25,70.0,430,FLINT,GIN,SEVILLA,SPAIN,MANZANARES,SPAIN,1432.158,300.75318,300.75318,37.3886303,-5.9953403,38.9962242,-3.3722143,8994,BOT SEA 70CL PLANO NUEVO,SEAGRAM'S EXTRA DRY GIN,290.675073800912,0.15,62443.89,62.44,187.92000000000002,High
134,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,482.61336,142.8535546,142.85355456,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
135,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,482.18184,142.7258246,142.72582464,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
136,Imperial Blue,0.527,483491.25,18.0,145,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,478.8828,252.211608,252.3712356,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,11956.24,11.96,5136.66,Very High
137,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,476.96184,141.1807046,141.18070464,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
138,Passport Scotch,0.59,483491.25,70.0,420,GREEN,WHISKY,IRVINE,SCOTLAND,KILMALID,SCOTLAND,1369.23696,807.8498064,807.8498063999999,55.6143121,-4.6655591,56.6456489,-5.4313062,0PP90051,PP BOT 70 RO NR GLS LV,PASSPORT,124.10765421886914,0.15,25489.92,25.49,352.9,High
139,Kahlua,0.675,483491.25,70.0,415,AMBER,LIQUOR,CASTELLAR DEL VALLÈS,SPAIN,MANZANARES,SPAIN,1351.6965,912.3951375,912.3951375,41.6138122,2.0875963,38.9962242,-3.3722143,27257,BT KAHLUA 70 CL 30X44 05-23,KAHLUA ORIGINAL,546.7045982424905,0.15,110846.8,110.85,290.0,High
140,Royal Stag,0.35,483491.25,9.0,95,Flint,Whisky,VADODARA,INDIA,Nashik,INDIA,307.9349,107.777215,107.777215,22.2973142,73.1942567,20.0112475,73.7902364,BTRSDGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_90ml,ROYAL STAG,261.6030434398766,0.15,12083.51,12.08,8615.19,Very High
141,Imperial Blue,0.55,483491.25,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,465.63792,256.100856,256.100856,27.1527986,78.3991439,26.4609135,80.3217588,BTIBNGEN08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,205.73238983849643,0.15,14369.52,14.37,5136.66,Very High
142,Imperial Blue,0.296,483491.25,9.0,80,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,255.472,75.619712,75.61971199999999,17.360589,78.4740613,17.360589,78.4740613,BTIBDGEN07,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
143,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,462.16488,136.8008045,136.80080447999998,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
144,Royal Stag,0.35,483491.25,18.0,170,Flint,Whisky,VADODARA,INDIA,Nashik,INDIA,541.4976,189.52416,189.52416,22.2973142,73.1942567,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,261.6030434398766,0.15,21248.61,21.25,8615.19,Very High
145,Imperial Blue,100.0,483491.25,18.0,150,Flint,Whisky,Nashik,INDIA,Nashik,INDIA,477.3132,0.0,47731.32,20.0112475,73.7902364,20.0112475,73.7902364,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
146,Royal Stag,100.0,483491.25,18.0,170,Flint,Whisky,AURANGABAD,INDIA,Nashik,INDIA,533.23186,0.0,53323.186,24.7536696,84.3746725,20.0112475,73.7902364,BTRSNGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,1208.675966836246,0.05,32225.23,32.23,8615.19,Very High
147,Ramazzotti,0.51,483491.25,70.0,500,HALF FLINT,BITTER,ORIGGIO,ITALY,CANELLI,ITALY,1564.129,797.70579,797.70579,45.5976933,9.0180613,44.7192779,8.2871375,20001,VETRO AMARO CL70,RAMAZZOTTI AMARO,113.24633311584473,0.15,26569.78,26.57,35.04,Medium-High
148,Royal Stag,100.0,483491.25,18.0,170,Flint,Whisky,Nashik,INDIA,Nashik,INDIA,528.14512,0.0,52814.512,20.0112475,73.7902364,20.0112475,73.7902364,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
149,Imperial Blue,100.0,483491.25,18.0,150,Flint,Whisky,Nashik,INDIA,Nashik,INDIA,461.52825,0.0,46152.825,20.0112475,73.7902364,20.0112475,73.7902364,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
150,Absolut,0.41,483491.25,100.0,650,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,1980.1158,811.847478,811.8474779999999,57.5373883,13.3565985,55.9235165,14.2955222,506016,GLAS AVO 1000 MAIA,ABSOLUT VODKA,188.36758040632952,0.15,55948.44,55.95,1602.0,Very High
151,Imperial Blue,100.0,483491.25,18.0,145,FLINT,WHISKY,AURANGABAD,INDIA,Nashik,INDIA,439.20094,0.0,43920.094,24.7536696,84.3746725,20.0112475,73.7902364,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,1208.675966836246,0.05,26542.58,26.54,5136.66,Very High
152,Ballantines,0.51,483491.25,70.0,410,AMBER,WHISKY,ELTON,ENGLAND,KILMALID,SCOTLAND,1239.1184,631.950384,631.9503840000001,53.2707661,-2.812177749329712,56.6456489,-5.4313062,0B390066,BOT 70 NR RO AMB GLS LV,BALLANTINE'S FINEST CASED,410.76625100524734,0.15,76348.2,76.35,1073.48,Very High
153,Various,0.629,483491.25,75.0,900,DEAD LEAF,SPARKLING WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,2717.5104,1709.602941,1709.3140416,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL91521,PREM SPARKLING AG AG098,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,20296.89,20.3,242.76999999999998,High
154,Imperial Blue,0.296,483491.25,18.0,145,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,437.42904,129.4789958,129.47899583999998,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
155,Imperial Blue,0.527,483491.25,9.0,80,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,239.74944,126.2680384,126.34795488,21.2094892,72.8317058,20.0112475,73.7902364,BTIBDGEN08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_90ml,IMPERIAL BLUE,166.44629632295297,0.15,5985.81,5.99,5136.66,Very High
156,Imperial Blue,0.55,483491.25,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,434.41536,238.928448,238.92844800000003,27.1527986,78.3991439,26.4609135,80.3217588,BTIBNGEN08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,205.73238983849643,0.15,13406.0,13.41,5136.66,Very High
157,Seagrams,0.142,483491.25,10.0,155,FLINT,GIN,"WINCHESTER, IN",USA,FORT SMITH,USA,466.1732736,66.23553494,66.1966048512,41.95827185,-73.05084571815084,35.3083112,-94.32888672060204,BCC198677,BC 42H1 SGIN GEN 100X48 US 18,SEAGRAM_GIN_STANDARD,1983.9645770804607,0.05,46243.56,46.24,199.20000000000002,High
158,Lillet,0.15,483491.25,20.0,145,FLINT,VARIOUS,SEVILLA,SPAIN,BRESSUIRE,FRANCE,431.08065,64.6620975,64.6620975,37.3886303,-5.9953403,46.8425572,-0.4929017,3TTM245868,BOUT LONG NECK BLANC 20CL,LILLET LILLET_BLANC,1144.2834136448546,0.05,24663.92,24.66,168.34,High
159,Imperial Blue,100.0,483491.25,18.0,145,Flint,Whisky,AURANGABAD,INDIA,Nashik,INDIA,428.245175,0.0,42824.5175,24.7536696,84.3746725,20.0112475,73.7902364,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,1208.675966836246,0.05,25880.48,25.88,5136.66,Very High
160,Chivas Regal,0.19,483491.25,100.0,565,FLINT,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,1664.6256,316.278864,316.278864,56.1156137,-3.7922423,56.6456489,-5.4313062,0CR60011,CH BOT 1L NR GLS PLP LV,CHIVAS REGAL 12 YO,116.85623911560447,0.15,29178.28,29.18,808.9399999999999,Very High
